customerID,tenure,Contract,PaymentMethod,MonthlyCharges,Churn
0013-EXCHZ,3,Month-to-month,Mailed check,83.9,Yes
5919-TMRGD,1,Month-to-month,Electronic check,79.35,Yes
7481-ATQQS,49,Month-to-month,Credit card (automatic),90.85,Yes
2357-COQEK,28,Month-to-month,Electronic check,103.3,Yes
0504-HHAPI,27,Month-to-month,Credit card (automatic),88.3,Yes
4317-VTEOA,1,Month-to-month,Electronic check,50.75,Yes
5980-NOPLP,44,Month-to-month,Electronic check,96.1,Yes
2027-FECZV,12,Month-to-month,Electronic check,106.7,Yes
6769-DCQLI,52,One year,Bank transfer (automatic),105.0,Yes
8563-IIOXK,7,One year,Electronic check,49.75,Yes
1450-SKCVI,56,Month-to-month,Electronic check,73.85,Yes
9436-ZBZCT,14,Month-to-month,Electronic check,89.95,Yes
4902-OHLSK,29,Month-to-month,Electronic check,98.65,Yes
3992-YWPKO,6,Month-to-month,Credit card (automatic),109.9,Yes
0257-ZESQC,27,Month-to-month,Bank transfer (automatic),75.2,Yes
5673-FSSMF,1,Month-to-month,Electronic check,60.15,Yes
5906-CVLHP,45,One year,Credit card (automatic),54.15,Yes
3440-JPSCL,6,Month-to-month,Mailed check,99.95,Yes
7112-OPOTK,33,Month-to-month,Electronic check,68.25,Yes
4671-LXRDQ,2,Month-to-month,Mailed check,45.0,Yes
5202-IVJNU,39,Month-to-month,Credit card (automatic),30.1,Yes
6821-BUXUX,13,Month-to-month,Electronic check,96.65,Yes
7434-SHXLS,1,Month-to-month,Mailed check,20.9,Yes
1432-FPAXX,29,Month-to-month,Electronic check,30.6,Yes
0533-BNWKF,55,Month-to-month,Electronic check,85.45,Yes
5419-JPRRN,1,Month-to-month,Electronic check,101.45,Yes
6861-XWTWQ,7,Month-to-month,Electronic check,99.25,Yes
9367-WXLCH,8,Month-to-month,Bank transfer (automatic),84.5,Yes
3143-ILDAL,56,Month-to-month,Electronic check,94.45,Yes
0196-VULGZ,6,Month-to-month,Electronic check,84.35,Yes
6432-TWQLB,5,Month-to-month,Electronic check,85.4,Yes
6178-KFNHS,12,Month-to-month,Electronic check,78.3,Yes
4831-EOBFE,29,Month-to-month,Credit card (automatic),94.65,Yes
7989-CHGTL,1,Month-to-month,Mailed check,19.6,Yes
3683-QKIUE,6,Month-to-month,Bank transfer (automatic),50.8,Yes
6298-QDFNH,22,Month-to-month,Electronic check,79.35,Yes
3074-GQWYX,5,Month-to-month,Bank transfer (automatic),75.9,Yes
0684-AOSIH,1,Month-to-month,Electronic check,95.0,Yes
2947-DOMLJ,1,Month-to-month,Mailed check,50.6,Yes
9492-TOKRI,18,Month-to-month,Credit card (automatic),90.0,Yes
6047-YHPVI,5,Month-to-month,Electronic check,69.7,Yes
2276-YDAVZ,3,Month-to-month,Credit card (automatic),75.1,Yes
2876-VBBBL,1,Month-to-month,Mailed check,20.25,Yes
8245-UMPYT,16,Month-to-month,Electronic check,96.4,Yes
8714-EUHJO,31,Month-to-month,Electronic check,91.15,Yes
2868-SNELZ,2,Month-to-month,Mailed check,80.6,Yes
3374-LXDEV,13,Month-to-month,Electronic check,89.4,Yes
7703-ZEKEF,23,Month-to-month,Electronic check,81.0,Yes
6894-LFHLY,1,Month-to-month,Electronic check,75.75,Yes
4847-QNOKA,1,Month-to-month,Bank transfer (automatic),44.9,Yes
7563-BIUPC,5,Month-to-month,Electronic check,80.6,Yes
9961-JBNMK,21,Month-to-month,Bank transfer (automatic),96.8,Yes
9330-IJWIO,13,Month-to-month,Electronic check,100.35,Yes
3803-KMQFW,1,Month-to-month,Mailed check,20.55,Yes
9572-MTILT,59,Month-to-month,Electronic check,106.75,Yes
7409-KIUTL,1,Month-to-month,Electronic check,71.0,Yes
3804-RVTGV,50,Month-to-month,Bank transfer (automatic),103.85,Yes
5180-UCIIQ,22,Month-to-month,Mailed check,40.05,Yes
4290-BSXUX,3,Month-to-month,Bank transfer (automatic),79.65,Yes
6689-TCZHQ,5,Month-to-month,Electronic check,78.95,Yes
7341-LXCAF,4,Month-to-month,Electronic check,74.65,Yes
9574-RKJIF,30,Month-to-month,Electronic check,94.4,Yes
6711-VTNRE,36,Month-to-month,Electronic check,87.55,Yes
7587-RZNME,3,Month-to-month,Electronic check,43.3,Yes
1208-DNHLN,23,One year,Credit card (automatic),48.35,Yes
5281-BUZGT,36,Month-to-month,Electronic check,90.85,Yes
9840-DVNDC,6,Month-to-month,Credit card (automatic),80.5,Yes
1343-EHPYB,63,Month-to-month,Electronic check,103.4,Yes
1268-ASBGA,16,Month-to-month,Credit card (automatic),85.35,Yes
6439-GTPCA,45,Month-to-month,Electronic check,87.25,Yes
7503-ZGUZJ,1,Month-to-month,Mailed check,84.65,Yes
3500-RMZLT,15,Month-to-month,Mailed check,96.3,Yes
7861-UVUFT,15,Month-to-month,Electronic check,84.3,Yes
8976-OQHGT,4,Month-to-month,Mailed check,56.5,Yes
6776-TLWOI,3,Month-to-month,Mailed check,19.85,Yes
2634-HCZGT,53,One year,Electronic check,60.05,Yes
3750-CKVKH,2,Month-to-month,Electronic check,67.75,Yes
2108-YKQTY,4,Month-to-month,Credit card (automatic),50.7,Yes
3874-EQOEP,7,Month-to-month,Mailed check,95.0,Yes
0067-DKWBL,2,Month-to-month,Electronic check,49.25,Yes
4846-WHAFZ,37,Month-to-month,Electronic check,76.5,Yes
7079-QRCBC,24,Month-to-month,Electronic check,98.75,Yes
6702-OHFWR,1,Month-to-month,Electronic check,43.3,Yes
3096-IZETN,12,Month-to-month,Bank transfer (automatic),78.1,Yes
8802-UNOJF,12,Month-to-month,Mailed check,83.8,Yes
6689-KXGBO,1,Month-to-month,Electronic check,50.55,Yes
6993-OHLXR,2,Month-to-month,Electronic check,68.95,Yes
4695-VADHF,18,Month-to-month,Electronic check,57.45,Yes
4640-UHDOS,13,Month-to-month,Electronic check,55.95,Yes
0886-QGENL,27,Month-to-month,Electronic check,101.25,Yes
9734-YWGEX,9,Month-to-month,Credit card (automatic),98.3,Yes
4484-GLZOU,52,Month-to-month,Electronic check,105.05,Yes
7024-OHCCK,2,Month-to-month,Electronic check,93.85,Yes
7993-PYKOF,8,Month-to-month,Electronic check,75.0,Yes
2002-MZHWP,1,Month-to-month,Mailed check,20.5,Yes
6692-UDPJC,14,Month-to-month,Electronic check,91.65,Yes
6615-NGGZJ,14,Month-to-month,Electronic check,100.55,Yes
8166-ZZTFS,66,Two year,Bank transfer (automatic),80.55,Yes
7932-WPTDS,1,Month-to-month,Electronic check,24.8,Yes
9722-UJOJR,29,Month-to-month,Electronic check,70.75,Yes
8515-OCTJS,25,Two year,Credit card (automatic),24.75,Yes
4745-LSPLO,1,Month-to-month,Mailed check,20.5,Yes
9190-MFJLN,19,Month-to-month,Credit card (automatic),95.9,Yes
3023-GFLBR,33,Month-to-month,Credit card (automatic),86.15,Yes
2272-QAGFO,14,Month-to-month,Electronic check,74.3,Yes
1585-MQSSU,17,Month-to-month,Mailed check,51.5,Yes
2667-WYLWJ,8,One year,Mailed check,19.75,Yes
5376-DEQCP,1,Month-to-month,Electronic check,70.6,Yes
3521-SYVOR,37,Month-to-month,Electronic check,64.75,Yes
0376-YMCJC,23,Month-to-month,Electronic check,90.6,Yes
7752-XUSCI,60,Month-to-month,Electronic check,105.9,Yes
2660-EMUBI,10,Month-to-month,Electronic check,95.35,Yes
3068-OMWZA,1,Month-to-month,Electronic check,88.8,Yes
1894-IGFSG,22,Month-to-month,Electronic check,89.25,Yes
8945-MUQUF,51,One year,Electronic check,94.8,Yes
5442-UTCVD,3,Month-to-month,Electronic check,91.85,Yes
0495-ZBNGW,5,Month-to-month,Bank transfer (automatic),79.9,Yes
1902-XBTFB,22,Month-to-month,Electronic check,89.4,Yes
6635-MYYYZ,30,One year,Bank transfer (automatic),85.35,Yes
1218-VKFPE,12,Month-to-month,Mailed check,19.0,Yes
5469-CTCWN,61,One year,Electronic check,106.0,Yes
6319-IEJWJ,20,Month-to-month,Electronic check,90.2,Yes
9286-DOJGF,38,Month-to-month,Bank transfer (automatic),74.95,Yes
9546-CQJSU,2,Month-to-month,Electronic check,91.4,Yes
6397-JNZZG,43,Month-to-month,Credit card (automatic),55.55,Yes
1866-RZZQS,41,Month-to-month,Electronic check,98.4,Yes
2982-IHMFT,1,Month-to-month,Mailed check,74.45,Yes
0612-RTZZA,1,Month-to-month,Electronic check,25.25,Yes
2834-SPCJV,52,Month-to-month,Electronic check,84.1,Yes
0260-ZDLGK,9,Month-to-month,Mailed check,72.9,Yes
4250-FDVOU,6,Month-to-month,Electronic check,56.25,Yes
7579-OOPEC,2,Month-to-month,Credit card (automatic),50.15,Yes
8382-SHQEH,8,Month-to-month,Electronic check,84.9,Yes
3424-NMNBO,58,One year,Electronic check,108.85,Yes
4183-WCSEP,31,Month-to-month,Electronic check,78.45,Yes
9837-BMCLM,3,Month-to-month,Electronic check,78.5,Yes
6376-GAHQE,4,Month-to-month,Electronic check,77.85,Yes
8808-ELEHO,8,Month-to-month,Electronic check,81.25,Yes
3512-IZIKN,70,Two year,Credit card (automatic),65.3,Yes
9540-JYROE,8,Month-to-month,Mailed check,70.1,Yes
3389-YGYAI,8,Month-to-month,Electronic check,105.5,Yes
5275-SQEIZ,1,Month-to-month,Mailed check,80.85,Yes
4988-IQIGL,1,Month-to-month,Electronic check,75.35,Yes
0426-TIRNE,1,Month-to-month,Mailed check,20.9,Yes
3923-CSIHK,50,Month-to-month,Electronic check,71.05,Yes
4529-CKBCL,2,Month-to-month,Electronic check,80.2,Yes
3419-SNJJD,65,Month-to-month,Bank transfer (automatic),105.25,Yes
3285-UCQVC,37,Month-to-month,Credit card (automatic),28.6,Yes
3230-WYKIR,18,One year,Credit card (automatic),82.0,Yes
8205-OTCHB,22,One year,Bank transfer (automatic),43.75,Yes
4550-EVXNY,1,Month-to-month,Electronic check,69.65,Yes
2446-PLQVO,1,Month-to-month,Electronic check,70.3,Yes
9444-JTXHZ,1,Month-to-month,Electronic check,76.2,Yes
4078-SAYYN,11,Month-to-month,Electronic check,100.75,Yes
3158-MOERK,2,Month-to-month,Electronic check,96.0,Yes
8337-UPOAQ,10,Month-to-month,Electronic check,89.8,Yes
2636-ALXXZ,1,Month-to-month,Electronic check,69.6,Yes
4488-PSYCG,16,Month-to-month,Bank transfer (automatic),20.25,Yes
3178-FESZO,1,Month-to-month,Credit card (automatic),100.25,Yes
8824-RWFXJ,3,Month-to-month,Mailed check,56.15,Yes
7638-QVMVY,7,Month-to-month,Electronic check,79.0,Yes
2379-ENZGV,6,Month-to-month,Electronic check,84.85,Yes
1891-UAWWU,20,Month-to-month,Electronic check,90.8,Yes
2817-NTQDO,13,Month-to-month,Credit card (automatic),45.55,Yes
7216-EWTRS,1,Month-to-month,Electronic check,100.8,Yes
6581-NQCBA,16,Month-to-month,Electronic check,49.95,Yes
4877-EVATK,1,Month-to-month,Mailed check,20.0,Yes
5366-IJEQJ,20,Month-to-month,Electronic check,88.7,Yes
8614-VGMMV,15,Month-to-month,Electronic check,49.1,Yes
0639-TSIQW,67,Month-to-month,Credit card (automatic),102.95,Yes
9254-RBFON,17,One year,Bank transfer (automatic),98.6,Yes
0952-KMEEH,13,Month-to-month,Mailed check,98.15,Yes
0402-CQAJN,37,Month-to-month,Bank transfer (automatic),101.9,Yes
1660-HSOOQ,1,Month-to-month,Mailed check,49.65,Yes
2568-OIADY,37,Month-to-month,Electronic check,99.5,Yes
4911-BANWH,31,Month-to-month,Credit card (automatic),86.55,Yes
4822-NGOCH,13,Month-to-month,Electronic check,84.45,Yes
2575-GFSOE,7,Month-to-month,Electronic check,69.0,Yes
2091-RFFBA,31,Month-to-month,Electronic check,73.9,Yes
8496-EJAUI,19,Month-to-month,Credit card (automatic),73.85,Yes
8854-CCVSQ,18,Month-to-month,Electronic check,80.65,Yes
9274-CNFMO,4,Month-to-month,Electronic check,74.95,Yes
5103-MHMHY,1,Month-to-month,Mailed check,45.95,Yes
0529-ONKER,15,Month-to-month,Electronic check,75.65,Yes
7065-YUNRY,1,Month-to-month,Mailed check,45.3,Yes
4547-KQRTM,10,Month-to-month,Bank transfer (automatic),80.05,Yes
8634-CILSZ,69,One year,Bank transfer (automatic),104.7,Yes
9763-PDTKK,4,Month-to-month,Bank transfer (automatic),94.4,Yes
3198-VELRD,3,Month-to-month,Bank transfer (automatic),84.75,Yes
9185-TQCVP,14,Month-to-month,Electronic check,85.15,Yes
2219-MVUSO,8,Month-to-month,Mailed check,45.15,Yes
4566-GOLUK,47,Month-to-month,Bank transfer (automatic),107.35,Yes
6390-DSAZX,1,Month-to-month,Mailed check,73.6,Yes
8086-OVPWV,2,Month-to-month,Electronic check,80.2,Yes
7614-QVWQL,49,One year,Bank transfer (automatic),51.8,Yes
0963-ZBDRN,32,Month-to-month,Electronic check,96.2,Yes
1069-XAIEM,1,Month-to-month,Electronic check,85.05,Yes
3948-XHGNA,24,Month-to-month,Bank transfer (automatic),49.55,Yes
7395-IGJOS,17,Month-to-month,Bank transfer (automatic),81.5,Yes
2778-OCLGR,24,Month-to-month,Bank transfer (automatic),39.1,Yes
4826-XTSOH,1,Month-to-month,Electronic check,86.05,Yes
8821-XNHVZ,1,Month-to-month,Mailed check,80.05,Yes
8740-CRYFY,1,Month-to-month,Electronic check,78.95,Yes
1984-FCOWB,70,One year,Electronic check,109.5,Yes
3211-ILJTT,17,Month-to-month,Bank transfer (automatic),70.4,Yes
6982-UQZLY,1,Month-to-month,Mailed check,20.85,Yes
1493-AMTIE,1,Month-to-month,Bank transfer (automatic),20.2,Yes
4404-HIBDJ,25,One year,Mailed check,74.3,Yes
8992-JQYUN,1,Month-to-month,Electronic check,50.35,Yes
9878-TNQGW,2,Month-to-month,Electronic check,80.95,Yes
4424-TKOPW,2,Month-to-month,Electronic check,93.85,Yes
0822-GAVAP,2,Month-to-month,Electronic check,34.7,Yes
4143-HHPMK,52,Month-to-month,Electronic check,85.35,Yes
7120-RFMVS,1,Month-to-month,Electronic check,84.5,Yes
5419-KLXBN,25,Month-to-month,Bank transfer (automatic),89.15,Yes
5393-RXQSZ,1,Month-to-month,Electronic check,79.6,Yes
6559-ILWKJ,71,Two year,Electronic check,49.35,Yes
9725-SCPZG,1,Month-to-month,Electronic check,90.85,Yes
9824-BEMCV,17,Month-to-month,Electronic check,69.0,Yes
3313-QKNKB,59,One year,Electronic check,85.55,Yes
5175-AOBHI,4,Month-to-month,Mailed check,46.0,Yes
1228-FZFRV,50,Month-to-month,Credit card (automatic),105.95,Yes
3387-VATUS,5,Month-to-month,Bank transfer (automatic),94.85,Yes
6845-RGTYS,47,Month-to-month,Electronic check,98.75,Yes
6770-XUAGN,1,Month-to-month,Electronic check,21.0,Yes
2403-BCASL,41,One year,Electronic check,111.95,Yes
0685-MLYYM,2,Month-to-month,Electronic check,70.75,Yes
7249-WBIYX,10,Month-to-month,Electronic check,85.6,Yes
1265-XTECC,68,One year,Credit card (automatic),96.55,Yes
4548-SDBKE,5,Month-to-month,Electronic check,85.2,Yes
3753-TSEMP,15,Month-to-month,Electronic check,88.15,Yes
6347-DCUIK,10,Month-to-month,Mailed check,74.15,Yes
3606-TWKGI,13,Month-to-month,Electronic check,106.9,Yes
1976-CFOCS,1,Month-to-month,Electronic check,46.0,Yes
1862-SKORY,40,Month-to-month,Electronic check,39.3,Yes
3315-TOTBP,15,Month-to-month,Mailed check,76.0,Yes
4735-ASGMA,26,Month-to-month,Electronic check,98.35,Yes
0661-XEYAN,1,Month-to-month,Mailed check,25.8,Yes
4903-UYAVB,5,Month-to-month,Mailed check,19.35,Yes
3049-SOLAY,3,Month-to-month,Electronic check,95.2,Yes
2150-UWTFY,22,Month-to-month,Mailed check,61.15,Yes
8257-RZAHR,14,Month-to-month,Bank transfer (automatic),64.7,Yes
1589-AGTLK,3,Month-to-month,Electronic check,45.35,Yes
1740-CSDJP,1,Month-to-month,Bank transfer (automatic),35.25,Yes
6425-YQLLO,66,One year,Credit card (automatic),105.95,Yes
4351-QLCSU,1,Month-to-month,Credit card (automatic),55.0,Yes
4074-SJFFA,1,Month-to-month,Mailed check,54.75,Yes
6330-JKLPC,11,Month-to-month,Bank transfer (automatic),80.5,Yes
9851-KIELU,10,Month-to-month,Electronic check,110.1,Yes
7137-RYLPP,37,Month-to-month,Electronic check,85.7,Yes
7758-XKCBS,15,Month-to-month,Electronic check,29.7,Yes
7854-EKTJL,2,Month-to-month,Electronic check,19.6,Yes
8433-WXGNA,2,Month-to-month,Electronic check,75.7,Yes
5208-HFSBT,2,Month-to-month,Credit card (automatic),55.05,Yes
7359-PTSXY,1,Month-to-month,Electronic check,45.75,Yes
0812-WUPTB,1,Month-to-month,Mailed check,70.85,Yes
9661-ACXBS,42,Month-to-month,Electronic check,105.2,Yes
6683-VLCTZ,20,Month-to-month,Electronic check,98.55,Yes
9079-YEXQJ,54,Month-to-month,Electronic check,111.1,Yes
5419-CONWX,4,Month-to-month,Credit card (automatic),99.8,Yes
0968-GSIKN,1,Month-to-month,Mailed check,70.8,Yes
3207-OYBWH,57,Month-to-month,Bank transfer (automatic),95.25,Yes
1009-IRMNA,7,Month-to-month,Bank transfer (automatic),20.0,Yes
4797-AXPXK,1,Month-to-month,Electronic check,60.0,Yes
1193-RTSLK,38,Month-to-month,Credit card (automatic),83.9,Yes
9851-QXEEQ,41,Month-to-month,Electronic check,104.7,Yes
1383-EZRWL,7,Month-to-month,Mailed check,20.05,Yes
5099-BAILX,43,Month-to-month,Bank transfer (automatic),110.75,Yes
3927-NLNRY,53,One year,Bank transfer (automatic),94.25,Yes
1625-JAIIY,68,One year,Electronic check,83.0,Yes
9451-LPGOO,7,Month-to-month,Electronic check,86.8,Yes
2722-JMONI,1,Month-to-month,Electronic check,49.55,Yes
3656-TKRVZ,3,Month-to-month,Electronic check,55.35,Yes
8168-UQWWF,11,Month-to-month,Bank transfer (automatic),97.85,Yes
3926-CUQZX,1,Month-to-month,Bank transfer (automatic),45.1,Yes
1010-DIAUQ,5,Month-to-month,Bank transfer (automatic),96.5,Yes
2321-OMBXY,38,One year,Credit card (automatic),80.3,Yes
6032-IGALN,1,Month-to-month,Mailed check,25.1,Yes
4195-SMMNX,2,Month-to-month,Mailed check,20.35,Yes
0946-CLJTI,58,Month-to-month,Electronic check,98.7,Yes
1062-LHZOD,1,Month-to-month,Mailed check,69.9,Yes
0506-LVNGN,5,Month-to-month,Credit card (automatic),75.55,Yes
5804-LEPIM,2,Month-to-month,Electronic check,70.35,Yes
0578-SKVMF,22,Month-to-month,Electronic check,83.3,Yes
2645-QTLMB,7,Month-to-month,Electronic check,94.25,Yes
4816-LXZYW,23,Month-to-month,Electronic check,79.15,Yes
0923-PNFUB,3,Month-to-month,Electronic check,83.75,Yes
7627-JKIAZ,37,Month-to-month,Credit card (automatic),78.95,Yes
5047-LHVLY,1,Month-to-month,Mailed check,50.15,Yes
7054-LGEQW,1,Month-to-month,Mailed check,45.95,Yes
6818-WOBHJ,68,Month-to-month,Bank transfer (automatic),89.6,Yes
6518-LGAOV,38,Month-to-month,Electronic check,105.0,Yes
3658-KIBGF,1,Month-to-month,Electronic check,54.9,Yes
0761-AETCS,1,Month-to-month,Electronic check,19.3,Yes
4690-LLKUA,17,Month-to-month,Electronic check,45.05,Yes
7762-URZQH,66,Two year,Credit card (automatic),106.05,Yes
9606-PBKBQ,32,Month-to-month,Electronic check,85.0,Yes
7136-RVDTZ,70,One year,Electronic check,45.25,Yes
0415-MOSGF,1,Month-to-month,Mailed check,44.4,Yes
7538-GWHML,2,Month-to-month,Electronic check,69.65,Yes
5449-FIBXJ,19,Month-to-month,Electronic check,103.3,Yes
8972-HJWNV,7,Month-to-month,Electronic check,84.55,Yes
7142-HVGBG,43,Month-to-month,Electronic check,103.0,Yes
7839-QRKXN,1,Month-to-month,Mailed check,20.2,Yes
9231-ZJYAM,4,Month-to-month,Electronic check,78.85,Yes
7511-YMXVQ,9,Month-to-month,Electronic check,45.4,Yes
3765-JXVKY,1,Month-to-month,Electronic check,74.7,Yes
3106-ULWFW,8,Month-to-month,Credit card (automatic),85.2,Yes
7294-TMAOP,1,Month-to-month,Electronic check,90.55,Yes
2516-VQRRV,2,Month-to-month,Mailed check,75.45,Yes
1612-EOHDH,1,Month-to-month,Electronic check,45.15,Yes
4201-JMNGR,1,Month-to-month,Electronic check,55.8,Yes
6599-RCLCJ,47,Month-to-month,Electronic check,109.55,Yes
3982-XWFZQ,42,Month-to-month,Electronic check,50.25,Yes
2959-MJHIC,4,Month-to-month,Electronic check,80.35,Yes
9039-RBEEE,39,Month-to-month,Credit card (automatic),48.95,Yes
7459-RRWQZ,15,Month-to-month,Bank transfer (automatic),64.65,Yes
6567-HOOPW,1,Month-to-month,Electronic check,79.2,Yes
4806-KEXQR,4,Month-to-month,Electronic check,79.9,Yes
6142-VSJQO,1,Month-to-month,Bank transfer (automatic),44.35,Yes
4323-SADQS,7,Month-to-month,Electronic check,34.5,Yes
5685-IIXLY,5,Month-to-month,Electronic check,83.6,Yes
2929-ERCFZ,8,Month-to-month,Electronic check,94.2,Yes
0866-QLSIR,34,One year,Mailed check,64.4,Yes
2982-VPSGI,11,Month-to-month,Electronic check,94.0,Yes
2685-SREOM,25,Month-to-month,Electronic check,89.1,Yes
3945-GFWQL,12,Month-to-month,Electronic check,44.55,Yes
5649-VUKMC,12,One year,Mailed check,95.5,Yes
4580-TMHJU,43,Month-to-month,Electronic check,56.15,Yes
6097-EQISJ,66,One year,Credit card (automatic),102.45,Yes
0867-MKZVY,20,Month-to-month,Electronic check,82.4,Yes
8679-JOEVF,16,Month-to-month,Electronic check,59.4,Yes
2640-PMGFL,27,Month-to-month,Electronic check,79.5,Yes
4030-VPZBD,2,Month-to-month,Electronic check,30.9,Yes
3208-YPIOE,39,Month-to-month,Electronic check,75.25,Yes
9430-FRQOC,4,Month-to-month,Mailed check,87.1,Yes
6956-SMUCM,3,Month-to-month,Credit card (automatic),99.0,Yes
7951-QKZPL,33,Two year,Mailed check,24.5,Yes
6661-HBGWL,42,Month-to-month,Bank transfer (automatic),104.75,Yes
1447-GIQMR,1,Month-to-month,Electronic check,69.15,Yes
8443-WVPSS,10,Month-to-month,Electronic check,99.85,Yes
1965-DDBWU,16,Month-to-month,Credit card (automatic),89.05,Yes
0742-MOABM,4,Month-to-month,Mailed check,50.05,Yes
7279-BUYWN,41,Month-to-month,Electronic check,113.2,Yes
3814-MLAXC,31,Month-to-month,Credit card (automatic),79.85,Yes
4322-RCYMT,68,One year,Bank transfer (automatic),75.8,Yes
8610-WFCJF,49,Month-to-month,Electronic check,95.6,Yes
0306-JAELE,5,Month-to-month,Electronic check,96.1,Yes
9391-EOYLI,12,Month-to-month,Electronic check,80.45,Yes
2737-YNGYW,2,Month-to-month,Electronic check,80.55,Yes
3627-FCRDW,9,Month-to-month,Electronic check,71.0,Yes
5729-KLZAR,4,Month-to-month,Electronic check,80.85,Yes
3030-YZADT,9,Month-to-month,Mailed check,44.95,Yes
0607-DAAHE,53,Two year,Bank transfer (automatic),19.75,Yes
4789-KWMXN,47,One year,Credit card (automatic),110.85,Yes
4592-IWTJI,3,Month-to-month,Credit card (automatic),29.7,Yes
8914-RBTSB,31,Month-to-month,Electronic check,93.8,Yes
1527-SXDPN,52,Two year,Bank transfer (automatic),96.25,Yes
9507-EXLTT,1,Month-to-month,Bank transfer (automatic),79.35,Yes
5649-ANRML,2,Month-to-month,Credit card (automatic),95.1,Yes
5868-YWPDW,6,Month-to-month,Electronic check,84.2,Yes
2568-BRGYX,4,Month-to-month,Electronic check,70.2,Yes
2302-ANTDP,48,Month-to-month,Electronic check,117.45,Yes
6825-UYPFK,23,Month-to-month,Bank transfer (automatic),75.6,Yes
2656-TABEH,4,Month-to-month,Electronic check,100.2,Yes
8008-HAWED,14,Month-to-month,Electronic check,50.75,Yes
0687-ZVTHB,65,One year,Credit card (automatic),72.45,Yes
6172-FECYY,49,Month-to-month,Electronic check,84.5,Yes
4952-YSOGZ,4,Month-to-month,Electronic check,85.95,Yes
2408-WITXK,10,Month-to-month,Electronic check,34.7,Yes
8413-VONUO,2,Month-to-month,Electronic check,95.65,Yes
0268-QKIWO,3,Month-to-month,Electronic check,19.75,Yes
4800-VHZKI,1,Month-to-month,Mailed check,19.9,Yes
3473-XIIIT,16,Month-to-month,Electronic check,100.0,Yes
9221-OTIVJ,14,Month-to-month,Electronic check,104.85,Yes
6304-IJFSQ,3,Month-to-month,Mailed check,49.9,Yes
